Name,Date,Rating,Title,Content
Robert Sheldon,2025-03-09T17:59:56.000Z,5,It was very easy to navigate and quick…,It was very easy to navigate and quick to join looking forward to using the Gym
Ian Ferreira,2025-03-09T17:39:39.000Z,5,It was so easy to rejoin and the app is…,It was so easy to rejoin and the app is extremely user friendly.
customer,2025-03-09T16:35:30.000Z,3,Okay,"I enjoyed how easy it is to get inside and start your workout. However, the layout was a little confusing as weights and cardio machines were randomly placed around the gym. I forgot to bring a water bottle and couldn't believe how expensive water was in the vending machine."
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Andrew Lee,2025-03-09T16:07:22.000Z,5,Just joined today,"Just joined today, application, process and details seem just fine. As to any more? We will see."
customer,2025-03-09T15:17:50.000Z,4,It was very easy to sign up,N/A
Alan,2025-03-09T15:07:34.000Z,3,"Good gym, some points for improvement","Large bright open space, lots of modern equipment with good variety. Accessible 24/7. Insufficient locker space and showering facilities. No wipes for equipment or small towels. Lots of youths just ‘hanging out’ and blocking fire exit with equipment."
Brandon,2025-03-09T13:17:56.000Z,4,So easy to join online just needs abit of work with remember what numbers what on your card,So easy to join online just shame  can't get Google to auto foll card details as can be confusing remembering which number on card is which eg sort code card number etc
Michael Watson,2025-03-09T13:15:44.000Z,5,Enjoying the gym,"Good range of machines, easy access and 24hr availability. Parking right outside. Competitively prices with access to classes and PTs."
niamh thornley,2025-03-09T12:46:08.000Z,1,didn’t let me change location and won’t…,didn’t let me change location and won’t let me buy a day pass
Erika Sogni,2025-03-09T11:29:22.000Z,5,Excellent gym!,"I’m really satisfied with this gym! It’s spacious, clean, and well-equipped. The trainers are friendly and always available to help with any needs. For me, it’s simply the best gym!"
AC,2025-03-09T11:00:06.000Z,5,Very easy to join up,N/A
Amanda,2025-03-09T06:11:20.000Z,5,Joining experience very easy and…,Joining experience very easy and immediate. Looking forward to free trial
JOHN HESLINGTON,2025-03-09T04:30:41.000Z,4,Easy Peasy!,N/A
customer,2025-03-09T01:52:04.000Z,5,Very easy to purchase,N/A
Ruksana Kosar,2025-03-09T00:08:59.000Z,1,Could not get in with my code,N/A
customer yad,2025-03-08T23:13:20.000Z,5,Overall experience in like 40 words,"Overall, I had a good experience. The equipments where organised. The only one thing I find that needs an improvement is the music volume."
customer,2025-03-08T21:48:03.000Z,5,Very clear and easy,The plans and the information to join were very clear. The process is super easy. Thank you!
Kevin,2025-03-08T20:51:07.000Z,5,Very easy to join and staff were super…,Very easy to join and staff were super helpful!
Esther Akinyosoye,2025-03-08T20:50:08.000Z,4,Good and quiet atmosphere,Good and quiet atmosphere. With adequate gym equipments.
Jo Clare,2025-03-08T19:40:49.000Z,1,Unable to get inside the gym,I applied for the 3 day pass because I've not been to a gym since my knee surgery and I was nervous. I was sent my welcome e mail with my entrance pin. It didn't work and there was no one there to help me. It said the gym was manned until 10 p.m. my daughter went in to find someone but couldn't. We pressed the help button numerous times to no avail. Needless to say I will just go to another gym NOT puregym.
Mike,2025-03-08T19:35:37.000Z,2,Inside the gym in Newcastle looks…,Inside the gym in Newcastle  looks bland and boring
Cherilyn Watson,2025-03-08T19:27:34.000Z,5,Quick easy and straightforward…,Quick easy and straightforward instructions good offer for first six months
Mózes Megyesi,2025-03-08T18:42:54.000Z,5,That was cool.,N/A
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
MR T BAGLEY,2025-03-08T14:36:35.000Z,5,Very easy and straightforward process!,Very easy and straightforward process!
customer,2025-03-08T14:32:40.000Z,5,Great,The company is very great it has all the relevant equipment that I need
customer,2025-03-08T13:46:47.000Z,5,Very uncomplicated to join.,N/A
K B,2025-03-08T13:39:42.000Z,4,Good equipment,"Good equipment, friendly atmosphere,"
customer,2025-03-08T13:18:36.000Z,1,Worst online service ever,Worst online service ever
customer,2025-03-08T13:13:09.000Z,1,This is the worst gym ever,"This is the worst gym ever , I get to the gym and the app logs it self out , now I am stuck out of the gym. Took me good 30mins to get here. There is no email with my pin that should had been sent to me , I do the retrieve pin thing but it didn’t work. This is total rubbish"
customer,2025-03-08T12:26:59.000Z,5,Nice gym,Good gym easy access staff know there stuff nice equipment
RayLongo,2025-03-08T11:34:38.000Z,2,Very small,"Staff were helpful, good equipment and clean.But the gym itself was very small. I thought for a while i was missing a door or stairs to another big room or something but then realised that was it.Can’t imagine going there when it’s busy."
Justine Ainscough,2025-03-08T11:22:30.000Z,5,Quick and easy to join,N/A
Abbie Sandford,2025-03-08T11:02:25.000Z,5,Pump Saturday morning class with Jamiel,"Jamiels Saturday morning pump class is absolutely brilliant, he keeps everyone in formation and it really feels like a team effort. Morale in the class is great and the energy keeps you wanting to come back every week. Instructions are clear and you always leave sweating! Highly recommend!"
customer,2025-03-08T11:01:26.000Z,4,Simple process,"Simple process, easily explained. Additional bonus surprise of access to video classes and workout ideas. Only marked down because my gym was more expensive than most others and no special offers apply even though there is a banner on the road outside promoting the special offers which is misleading."
customer,2025-03-08T01:43:08.000Z,1,Everlast on top,N/A
Oscar Shapiro,2025-03-08T00:17:55.000Z,1,i put in the wrong gym and had to go…,i put in the wrong gym and had to go home it didn’t work to key change
Mr B Ogden,2025-03-07T23:44:30.000Z,5,Thank for being understanding and…,Thank for being understanding and compassionate.
customer,2025-03-07T22:51:33.000Z,1,I didn't want to set the 3 day pass for…,I didn't want to set the 3 day pass for these dates. It was meant to go to payment before confirming it even though it was free
customer,2025-03-07T22:21:20.000Z,5,Wonderful service and gym,N/A
Matthew James,2025-03-07T22:08:30.000Z,3,Overrun With Children,"Gym is overrun with children under the age of 16 in the evenings. They are very obviously underage and several have told me they’re 12 and 14 years old, staff are aware yet do nothing to get them out. As a result they hog machines in clusters of 5 or 6 meaning no one else can use them, they mess around (running around, screaming and unsurprisingly act like children) and break equipment as a result. The gym has a real problem with multiple going into the entrance pods at the same time. Again staff are aware yet do nothing to stop it from happening, this makes a mockery of people who actually pay for their memberships. Classes are good, however sometimes start before the advertised start time meaning that on occasions I’ve turned up at the start time but can’t join as it’s already started. I’ve been going to this gym for about 4 years and there has been a dramatic decline in the last four months. Complaints raised are not followed up or given feedback."
Kelvin,2025-03-07T20:35:22.000Z,5,Good,The gym I go to is very small but has everything I need
customer,2025-03-07T20:24:28.000Z,5,Very good and worth it,N/A
Elizabeth Taylor,2025-03-07T20:18:36.000Z,5,Very quick and straightforward,Very quick and straightforward
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
SANDRA DAVIES,2025-03-07T19:51:55.000Z,5,Brilliant gym,Brilliant gym. Good atmosphere. Clean and tidy. Friendly staff. Plenty of machines for the time of day I go.
Andrew,2025-03-07T19:40:00.000Z,5,Superb gym,"Superb gym.  Good range of quality equipment, friendly team and members, excellent value monthly subscription, convenient location. I wouldn’t go anywhere else.  Highly recommended overall."
Lorna Ford,2025-03-07T19:30:13.000Z,5,Great gym great staff great manager,Great gym great staff great manager
Oana Elena Corlan,2025-03-07T18:46:27.000Z,5,🥰🥰🥰🥰🥲🥰🥰🥰🥰🥰🥰,N/A
ALAN GEORGE FRANCIS,2025-03-07T17:39:03.000Z,5,Easy to understand the service provided…,Easy to understand the service provided and how to access it. Seems well run with great introductory offer. I like the fact that I am not tied into a long contract.
customer,2025-03-07T17:20:40.000Z,1,"Way too cold inside,the vending…","Way too cold inside,the vending machines don’t take cash, very crowded,not enough machines or benches and too little equipment."
Nigel Fisher,2025-03-07T16:56:01.000Z,5,User friendly cost effective,"User friendly, cost effective"
Vicki Clark,2025-03-07T16:54:28.000Z,1,cant log in to app,N/A
Ged,2025-03-07T16:31:28.000Z,5,Top place friendly and clean,Top place friendly and clean
Akku,2025-03-07T16:15:31.000Z,5,Joining process was easy and…,Joining process was easy and convenient...
Mr robert traynor,2025-03-07T15:30:03.000Z,5,amazing company,amazing company ! cheapest on the market. ! will always have a membership there.
customer,2025-03-07T15:09:53.000Z,4,Classes,"I regularly attend exercise classes at the London Kidbrooke Village gym, particularly those led by Louis, Jamiel, and Dammy. They are all highly dedicated instructors who make every session both challenging and motivating, constantly encouraging you to push your limits. Even if it seems like they aren’t watching, they always are—ready to step in and correct your posture to ensure you’re exercising safely and effectively."
Melisa Melisacodreanu,2025-03-07T14:33:46.000Z,5,Very good gym,"Very good gym, definitely worth every penny"
Teresa Morgan,2025-03-07T14:13:21.000Z,5,Great Gym,"Great Gym, I have been going for years,  every day,  clean pleasant environment,  great apparatus"
Aleksandra,2025-03-07T14:12:34.000Z,5,Good selection of classes,"Good selection of classes, friendly staff (Dean and Tild) and generally clean gym."
Becky Howard,2025-03-07T13:55:17.000Z,5,Brilliant gym,"This is a brilliant gym, really lovely atmosphere, very welcoming both from other members and staff, I really love coming here.  It's always clean, a great mix of all ages and abilities working hard, and just a generally great place to be.  The classes are at really convenient times for me, and I've just signed up for some sessions with one of the lovely PT's too, to help me achieve my weight lifting goals.  I'm a really happy customer!"
Lisa,2025-03-07T13:34:24.000Z,5,Really easy to set up membership,N/A
Tori Charles,2025-03-07T12:52:11.000Z,5,Good clean environment.,Good clean environment.Lots of space
tony andrews,2025-03-07T12:36:20.000Z,5,PureGym Haverhill,"PureGym Haverhill Just went to my first gym classKim was the instructor,friendly , knowledgeable and a good class was fun.Will go again on another class"
carolyn Parnaby,2025-03-07T11:28:18.000Z,5,Great gym,Great gym highly recommend
